,Emission,Occupancy,kon,koff
0,14336.205965717694,0.4580012178642076,0.4412550824462398,0.38792727587204434
1,12764.365829516692,0.2689024314369961,0.7910769299397906,0.2952161079419898
2,15827.602250911401,0.2134276955920637,1.2562200367251661,0.2823779909641585
3,13616.168435660273,0.4599657388868229,0.4509002228754739,0.3810792042826003
4,13495.505318700174,0.27336188716126275,0.3988032619405379,0.13446801123637434
5,13627.432775041423,0.18464402509055045,1.4484207045649755,0.28397741768675405
6,13349.139077092555,0.2250979860097381,0.43475675205431136,0.13173773835881789
7,12991.999500705551,0.30099320946977864,0.7052332963958817,0.30393892908644077
8,20353.42006292446,0.06683975631533658,1.8365717590401343,0.08910997844026969
9,15144.446786680497,0.3017809947153187,1.1772139514346565,0.417842146417827
10,13813.73427474292,0.26459093263547484,0.8613677795455992,0.2904349670937706
11,15133.981571883614,0.1635395865386657,0.7340166794488289,0.12379383044783186
12,10699.689710088742,0.27215896048652605,0.9939425513688934,0.3527915113254096
13,14076.140799896357,0.09345430439921809,0.47917816200028973,0.03923690507681629
14,12708.087453117134,0.11500475078319428,0.611055811906192,0.07932625294130005
15,10027.502379688043,0.25217852296413423,0.5004046546007932,0.1867422862888259
16,13171.286315846211,0.16216747453536137,0.8789496105188052,0.17232689361954057
17,13875.272829750093,0.3490155206216017,0.5021100815593532,0.2591150718154094
18,10867.375222147792,0.1668711675889886,0.6816715440522437,0.12419884877725165
19,16831.881004797284,0.1443027678967779,1.3491856096685042,0.17514904015634553
20,12354.70538971408,0.146271654359529,0.4761480169011892,0.08030360688342696
21,12845.941733921525,0.12158134219658663,0.9545543188425449,0.12391865991177038
22,13096.59404719066,0.3403599245993819,0.8165545614319064,0.36854170017956844
23,14438.089850641963,0.33230221066743476,0.5727981745592988,0.24686251294138128
24,12897.425660777895,0.20686673265678748,0.7279513860476319,0.1744676875651349
25,12542.362553567185,0.1523175302361383,0.6816715440522437,0.12419884877725165
26,13369.392950874852,0.23689192652864122,0.7279194920208305,0.23284381266504817
27,15444.685934585177,0.2810039992981253,0.520657946382049,0.18480313931095038
28,14751.19915699213,0.18051405643956936,0.2418348010526836,0.040786070938307814
29,13371.111041587903,0.27438752653366,0.3988032619405379,0.13446801123637434
30,12675.373239002534,0.24009663211136445,0.7910769299397906,0.2952161079419898
