,Emission,Occupancy,kon,koff
0,8298.409929356774,0.24790533168600515,1.4935742790528923,0.4371234232135247
1,8203.767286950364,0.18550764411617235,1.2376007196819778,0.24093742912349117
2,7958.25198733794,0.4404130484824546,0.47254300917876196,0.3153829916688249
3,7923.127665309277,0.44117818079920573,0.8838455952919563,0.6097810275322221
4,7258.079627156041,0.48181047781473213,0.7843313299965382,0.759901147510789
5,7874.82407610636,0.49782833244012303,1.0769885098704608,1.0036982866778577
6,7238.417868708964,0.37536769496479394,0.5700661838532219,0.3408523798808317
7,7556.860759106202,0.5432506087545399,0.9107115569614016,1.0742330438231091
8,7818.791183479137,0.41921026760037783,0.9060928943201639,0.6006014896602088
9,8066.254915852653,0.598067117825111,0.8160583106503574,1.1242703301055925
10,7783.1591422418915,0.34623456616800025,0.8619785872598527,0.39892062276016077
11,7999.893447061152,0.35123829067586176,1.1056909652479783,0.548873639605586
12,7708.932722682347,0.38966377496674043,0.9811352858820019,0.5758245657581816
13,8032.758084079991,0.513603614233637,0.4847534980761196,0.4375422227092468
14,7963.243452309021,0.38416749481475176,1.1447312240818872,0.6510136262090895
15,8036.321122557488,0.6407385538772553,0.5307403554137886,0.8383668775302306
16,7332.525016003632,0.13518417347791517,2.293013152769147,0.31991542355493197
17,7150.76525840756,0.3771578099354737,0.795705903809805,0.47612911928056884
18,8103.602373511608,0.310412320149765,1.2702301428126803,0.5287928257227787
19,8023.7198536797205,0.6650979929145859,0.44807388020516314,0.7599206880284807
20,7870.114926178069,0.2513164015262324,1.216941330010621,0.36954835302371786
21,7703.6322627870695,0.29707698755171497,1.19359901130726,0.4476880244591311
22,7953.093262563866,0.49156412728291415,0.6780794799640453,0.585796090634744
23,7897.088411482094,0.40816359140507147,0.9296478806591421,0.5918911256059792
24,7457.759803209567,0.4587788163581342,1.0888448877157706,0.9015703789385512
25,7405.411359042378,0.40660438754044603,0.5262058515000028,0.35606312697404563
26,7842.987713288197,0.23161093313896114,0.9386218445535168,0.2450174379092898
