,Emission,Occupancy,kon,koff
0,13325.172044069677,0.49769418627239614,0.33706397211196193,0.3343860921996739
1,12825.246794791641,0.2745264237968029,0.6628292458507424,0.236115267280104
2,14149.091777966532,0.2371779382152846,0.7947017634939348,0.22863823078839193
3,14357.450941421854,0.47542511061381304,0.3702517445827871,0.37521387434762776
4,13638.535282621184,0.3139599988056453,0.3168872142157496,0.1435898250373847
5,11605.067884161981,0.22570586230034123,0.6213123266960665,0.22223305887910097
6,12957.982827508156,0.26467553899498114,0.49652817009356953,0.18599629035212067
7,13166.493966557084,0.2878793439809871,0.3516069000328544,0.13836793558747248
8,14152.668983788562,0.09183159864920913,0.8379483454713014,0.07902940541308898
9,13217.130770825132,0.33056026214681156,0.3194787443648919,0.19122152768143796
10,13103.836796736123,0.2563113721296859,0.691440221878976,0.2339966168292499
11,16169.150295608577,0.1738237470029311,0.8142962042368824,0.1720230552378366
12,12702.254109640828,0.2966440069974832,0.48197447811705413,0.2356631268131864
13,16922.528421533232,0.10722259658424922,1.1773557618423112,0.12494690604761405
14,12362.409242802112,0.11164304554307172,0.6012723298592799,0.07863104824762009
15,12626.144172980254,0.276119563720132,0.3823230613215336,0.18000860457685722
16,13956.248543210224,0.16641303849379482,0.4691579192059315,0.0796366993392923
17,14469.22379281544,0.3546810707086297,0.3794688083012779,0.20520950539847288
18,14884.814532085293,0.1585479702454749,0.4691579192059315,0.0796366993392923
19,14057.553268916967,0.14196382857298634,1.0984380091841572,0.17166963113217035
20,13057.198209243008,0.1472496695634051,0.43718228695210637,0.0801513908318197
21,14907.972540791254,0.11470632495058755,0.7406353926763259,0.07865787555790522
22,13220.373559219743,0.33106267541805673,0.6831401969469743,0.35988587067752853
23,12994.20419271161,0.3463331231610297,0.48413662664835394,0.2617515305643847
24,12500.299866987913,0.23463081910191,0.4541793293956391,0.17270797892953452
25,13869.543331209376,0.17468400843396276,0.7650403807533823,0.17276244838793806
26,13453.390171095121,0.2676552358092738,0.49652817009356953,0.18599629035212067
27,14074.895160435535,0.2876455721956381,0.4780056003119003,0.1880384484099036
28,15137.239617095765,0.17622718139962854,0.2070860383492997,0.04093146908815189
29,12814.964903535223,0.25641236107725124,0.562031428768036,0.18049641667747707
30,12761.807633108714,0.2420144138637913,0.5879511354705529,0.17888202778887952
31,13100.852752480405,0.31211731370464674,0.5316414004063597,0.25191847203816164
32,14391.611907739802,0.12889492500560581,1.3327098268546658,0.17409010660807406
33,12821.904376506522,0.3449566379082014,0.1755998514949278,0.103507949333308
34,12425.852708828546,0.1802220329773176,0.8704257041245445,0.17149808964918456
35,14260.15336068384,0.4417820266772282,0.38293104352742047,0.29987317099071786
36,13811.662630344963,0.38016466974983887,0.3488900549237957,0.2141987298627653
37,11741.556951685538,0.19195789785249268,0.34600696286126403,0.12280082863910512
38,25728.423901158374,0.022402186911570907,2.995787943143477,0.05320866135668898
39,11931.277177870184,0.10941744430929573,0.7406353926763259,0.07865787555790522
40,12745.640779093672,0.2759184133025914,0.4780056003119003,0.1880384484099036
