,Emission,Occupancy,kon,koff
0,13613.160603996057,0.49081871063390026,0.41791903128775265,0.3320252763090731
1,12729.188784673337,0.2937660657264095,0.6973950484770611,0.25122732169660433
2,14091.089383545695,0.22731901661255724,0.9827688880417692,0.2355995263308867
3,12564.688501502971,0.5033569600417683,0.41456370993642233,0.4095436796535469
4,12028.900911057606,0.29703716307825195,0.4438933645278284,0.14438951506461284
5,14709.057501479907,0.21415659797652536,1.3268675789775528,0.2335846357277737
6,13655.16310329111,0.2365965380017193,0.560960037299256,0.13550331348788555
7,12776.93973105817,0.32439851839584677,0.5126467336937517,0.20330941222038384
8,13413.591776936253,0.070711559476096,0.9687458199736894,0.041704975451260576
9,12100.457293443487,0.34969148292100544,0.5014110127523066,0.2583167387531239
10,10807.95012668672,0.2930627622148616,0.5475118386524795,0.19846773659907996
11,14086.058464071764,0.18314798739635862,0.7635731019472843,0.12973705743660435
12,7820.756866455324,0.30448576302505675,0.4809175318451761,0.1879997397339092
13,13792.527745693325,0.09982217343578106,0.8415181616669606,0.041311435781852875
14,12561.419439997178,0.1264268502430858,0.8567372748378072,0.08272483861308323
15,8760.734048381439,0.28288371700791665,0.4809175318451761,0.1879997397339092
16,14540.17965556326,0.17368394139314186,1.1327051567412967,0.17872399509618653
17,12004.970126602133,0.3867632868488662,0.44685528656774964,0.27291729314346463
18,11190.584407040918,0.16393559670681607,0.508779487651337,0.041390068736354736
19,15006.90197158641,0.1626017784157945,1.3244751445274456,0.1798797488850443
20,11399.564613142855,0.16325977464940192,0.6296744045647942,0.08354799162376791
21,13296.459355218622,0.13295506678357408,1.2008809739945592,0.12957298183418262
22,13072.521280423633,0.366085053936533,0.9167571830559421,0.3797148525808447
23,13980.70066405725,0.35160510649974996,0.6098795629100874,0.26301013285441255
24,9020.906254102394,0.24643330156247914,0.5914752728210734,0.17885846275339387
25,11598.70580483128,0.17361162575510172,0.8686476543629333,0.12879228505913864
26,13359.656279263672,0.25843048191523965,0.6603817534244839,0.18832868364024025
27,13678.663461839711,0.3169947740706095,0.5475118386524795,0.19846773659907996
28,13538.433852883554,0.18969515196042974,0.38678663221976944,0.04251494644649406
29,13418.988196091948,0.2867550726197203,0.5155473262579356,0.13815612886960046
30,14443.42417672979,0.25611281885249587,0.8514771837862789,0.24007830446168468
31,13382.71090634515,0.34862108582034734,0.5914224646074696,0.266343137571303
32,12580.449010812448,0.15639744621932442,1.2008809739945592,0.12957298183418262
33,13097.065039315838,0.37485273952970416,0.1864085840773865,0.05241590542538109
34,12839.272136403522,0.17982130462048912,1.1327051567412967,0.17872399509618653
35,13163.445782786239,0.48749617287239283,0.3640595448120598,0.2469949324720526
36,13861.92324730134,0.3522768621278404,0.49686457569611087,0.2058994656198166
37,9288.539759845718,0.1837014324493732,0.5602115410670789,0.12551537851812195
38,8991.318223473862,0.030120391203237378,2.5104046366093127,0.050500659035550045
39,13189.520108008739,0.10686455900862477,1.1767674648274928,0.08416269988098722
40,13143.048040065882,0.2838641236092739,0.4770081443506003,0.14112135703629433
41,13332.010396939158,0.1623518970555128,0.9329844221138345,0.12858765912525694
42,12941.225123673938,0.24935304388332613,0.7200558552020214,0.18509895504344845
43,13895.438679561139,0.34287817848352015,0.3899308413980361,0.1518395762263548
44,13080.452282855238,0.30483313644312754,0.7234789322259159,0.24866913753444098
45,13006.022951074348,0.4608992393204624,0.2804359871173136,0.18597366751685104
46,13217.291813440204,0.313819963089304,0.33931270493325677,0.0942407846293699
47,13250.075560817966,0.17609368543786277,0.8126922501724344,0.12918491531604248
48,11987.374499780895,0.16219513553497877,0.9329844221138345,0.12858765912525694
49,13418.446217732622,0.36322192362861855,0.5740873321357625,0.2698342368059748
50,11311.648665417297,0.3693700235824817,0.2745272938688277,0.15364027646572664
51,13767.18760312394,0.3156584295510853,0.6731722384984382,0.25394157884499186
52,12980.523336528395,0.3130533839144523,0.5294923784480977,0.20083257401996754
53,14021.418944106123,0.30026785939242817,0.7234789322259159,0.24866913753444098
54,13740.224899932413,0.20023633095157137,0.9316134041348784,0.17956793662390244
55,12529.818208501387,0.2977513128276538,0.6889078077034683,0.18665077249084014
56,12924.956343688882,0.32202017156885626,0.6731722384984382,0.25394157884499186
57,14206.43972891332,0.2307867383935863,0.6152649270133757,0.13318464837003
58,13187.122222582511,0.22239489794556655,0.4511034265226947,0.08738601045986887
59,12307.2742185041,0.32566876280296064,0.5294923784480977,0.20083257401996754
60,13598.412474818411,0.5946590074089205,0.3485882046359829,0.41135910324854963
61,11658.083777315847,0.33049971246455634,0.5126467336937517,0.20330941222038384
62,13943.122668006643,0.13359391030131718,0.7857739237989989,0.08272817610441362
63,13607.092780651794,0.2896541027027023,0.6889078077034683,0.18665077249084014
64,13731.094726388199,0.3127591737159833,0.42902519207827833,0.1461367377546866
65,11961.86828754085,0.31541543156432095,0.6731722384984382,0.25394157884499186
66,14080.794621986306,0.20828457915749296,0.7635731019472843,0.12973705743660435
67,13085.823219635078,0.36966379307558056,0.4549865040554434,0.21436956486297767
